Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Repayment Probability
47,7.38,10.45,631,203,Salaried,0,Married,Graduate,0.079
65,1.0,1.0,731,45,Salaried,0,Married,Graduate,0.299
63,38.3,40.0,770,34,Salaried,4,Single,Graduate,0.069
33,10.87,8.42,638,59,Unemployed,0,Married,Graduate,0.216
33,9.39,6.9,869,66,Self-Employed,1,Married,High School,0.271
42,12.91,15.48,616,28,Salaried,0,Single,Graduate,0.128
48,10.06,2.32,714,90,Salaried,2,Single,Graduate,0.149
65,12.98,17.33,575,73,Salaried,1,Married,Graduate,0.043
42,22.3,23.17,710,136,Salaried,1,Single,Post-Graduate,0.065
63,11.0,14.58,593,72,Self-Employed,0,Married,Graduate,0.136
39,2.7,4.03,670,200,Salaried,0,Married,High School,0.206
28,10.71,8.84,541,55,Salaried,3,Single,High School,0.061
28,8.28,1.91,779,82,Salaried,0,Married,Graduate,0.256
62,23.39,7.79,735,136,Salaried,0,Married,Graduate,0.282
46,21.37,11.82,808,139,Self-Employed,1,Single,Post-Graduate,0.191
46,12.86,3.15,665,14,Salaried,0,Married,Graduate,0.203
43,1.77,2.2,813,212,Self-Employed,1,Married,Post-Graduate,0.242
63,2.19,1.13,703,78,Self-Employed,0,Married,Graduate,0.237
33,12.12,17.77,711,123,Salaried,2,Single,Graduate,0.151
48,14.69,15.92,900,110,Unemployed,0,Married,Graduate,0.201
29,9.0,3.09,651,147,Salaried,0,Single,Post-Graduate,0.196
40,8.16,6.25,822,165,Unemployed,0,Married,Graduate,0.167
39,7.26,5.47,747,131,Salaried,0,Married,Post-Graduate,0.272
59,11.81,9.32,642,154,Salaried,2,Married,Graduate,0.033
32,1.0,1.0,568,144,Salaried,2,Married,Graduate,0.105
35,3.19,1.0,596,152,Salaried,1,Married,Graduate,0.093
51,6.98,7.4,813,218,Unemployed,1,Married,Post-Graduate,0.196
34,21.66,16.94,873,114,Salaried,1,Married,Graduate,0.169
31,5.49,6.63,709,151,Self-Employed,2,Married,Graduate,0.09
46,13.44,16.69,714,238,Self-Employed,0,Single,High School,0.147
62,13.81,5.84,777,74,Salaried,0,Married,Graduate,0.253
47,22.38,3.76,707,147,Unemployed,0,Single,Graduate,0.275
31,22.1,23.97,809,213,Salaried,1,Married,High School,0.156
58,11.54,16.95,729,45,Unemployed,3,Married,Graduate,0.0
54,8.2,5.95,713,211,Self-Employed,0,Single,Graduate,0.201
63,6.69,3.1,630,33,Self-Employed,1,Single,Graduate,0.194
39,10.07,3.22,605,61,Salaried,0,Married,Graduate,0.249
26,8.53,4.29,384,151,Self-Employed,4,Married,Graduate,0.0
58,16.43,9.19,823,161,Salaried,1,Married,Post-Graduate,0.137
62,15.36,10.65,685,102,Salaried,1,Married,Post-Graduate,0.123
48,16.73,17.02,659,197,Salaried,1,Single,Graduate,0.146
21,22.07,10.65,504,93,Salaried,1,Single,Graduate,0.101
55,26.9,4.61,635,30,Salaried,1,Married,Graduate,0.287
60,13.0,8.09,622,134,Unemployed,1,Married,Graduate,0.189
28,20.8,27.0,620,144,Self-Employed,1,Single,High School,0.0
27,9.19,7.33,733,27,Self-Employed,1,Single,Post-Graduate,0.157
31,21.48,31.16,712,124,Self-Employed,3,Married,Graduate,0.016
59,20.49,16.5,563,180,Self-Employed,0,Married,Post-Graduate,0.098
24,20.07,9.76,570,213,Salaried,0,Single,Post-Graduate,0.029
45,12.75,4.73,570,30,Self-Employed,1,Married,Post-Graduate,0.12
32,6.65,7.13,881,119,Unemployed,0,Married,High School,0.268
46,1.0,1.0,849,204,Salaried,0,Married,Graduate,0.322
58,11.68,11.04,614,33,Self-Employed,4,Married,Post-Graduate,0.101
32,24.26,28.07,502,156,Salaried,2,Married,Post-Graduate,0.0
63,9.52,10.63,712,46,Salaried,0,Married,Graduate,0.096
57,18.28,2.94,704,178,Unemployed,1,Married,Graduate,0.239
44,18.75,22.94,731,84,Salaried,2,Single,Graduate,0.166
36,9.73,8.23,774,66,Salaried,1,Married,Post-Graduate,0.186
33,22.53,14.61,745,144,Unemployed,0,Single,Graduate,0.16
45,1.0,1.0,588,84,Self-Employed,0,Single,Graduate,0.087
24,2.22,2.13,729,126,Salaried,0,Single,Graduate,0.213
31,4.67,1.44,785,22,Salaried,0,Married,Graduate,0.24
52,5.44,3.72,627,89,Unemployed,0,Married,Graduate,0.158
27,14.69,8.37,729,121,Salaried,0,Single,Graduate,0.219
31,14.32,8.46,644,179,Salaried,0,Married,Graduate,0.145
48,15.15,3.45,899,227,Salaried,1,Married,Graduate,0.348
61,16.77,5.43,567,95,Unemployed,1,Single,Graduate,0.198
43,4.4,1.44,815,108,Self-Employed,1,Married,Post-Graduate,0.241
65,2.25,1.4,532,143,Salaried,1,Married,Graduate,0.141
43,15.17,20.51,879,138,Self-Employed,1,Single,High School,0.213
48,6.96,2.7,585,91,Unemployed,2,Married,Post-Graduate,0.204
63,1.0,1.0,718,228,Unemployed,1,Single,Graduate,0.177
46,19.77,10.6,537,197,Self-Employed,0,Married,Post-Graduate,0.0
45,23.16,27.85,565,204,Self-Employed,0,Married,Post-Graduate,0.07
49,24.46,4.16,789,126,Salaried,1,Married,Graduate,0.285
39,13.5,5.06,802,227,Salaried,1,Married,Graduate,0.222
53,17.01,6.72,723,75,Self-Employed,1,Married,Post-Graduate,0.148
56,22.96,34.21,774,78,Self-Employed,1,Single,Graduate,0.129
34,6.87,6.18,804,107,Unemployed,0,Married,Graduate,0.304
34,20.89,6.15,631,45,Salaried,1,Single,Graduate,0.192
55,14.2,6.83,560,124,Self-Employed,0,Married,Post-Graduate,0.105
50,19.31,6.47,698,100,Self-Employed,3,Single,Graduate,0.112
48,13.49,3.7,642,197,Self-Employed,0,Married,Graduate,0.127
37,22.37,27.2,738,206,Salaried,2,Married,Graduate,0.106
23,13.79,10.95,754,146,Self-Employed,3,Married,Graduate,0.191
36,1.0,1.0,631,174,Salaried,1,Single,Graduate,0.074
50,23.62,13.32,770,168,Self-Employed,3,Married,High School,0.152
49,4.42,3.87,765,36,Self-Employed,0,Single,Graduate,0.206
65,22.02,10.14,772,39,Salaried,1,Single,Graduate,0.201
35,11.28,5.99,659,227,Self-Employed,2,Married,Post-Graduate,0.153
45,21.41,21.69,777,80,Unemployed,0,Married,Graduate,0.198
58,21.08,6.55,752,166,Salaried,1,Single,Post-Graduate,0.178
62,15.44,14.89,764,213,Self-Employed,2,Single,Graduate,0.142
58,16.07,20.78,867,87,Salaried,2,Single,Post-Graduate,0.239
43,15.38,4.13,732,93,Self-Employed,0,Married,Graduate,0.248
45,1.0,1.36,639,147,Salaried,2,Single,Post-Graduate,0.044
62,12.95,2.74,588,177,Salaried,1,Married,Post-Graduate,0.155
27,3.07,1.81,812,130,Self-Employed,1,Single,Graduate,0.229
42,13.37,12.76,735,105,Salaried,0,Single,Post-Graduate,0.173
37,2.86,2.53,867,148,Salaried,1,Single,Post-Graduate,0.25
38,2.52,1.0,497,123,Unemployed,1,Married,Post-Graduate,0.098
61,24.84,30.27,791,54,Self-Employed,1,Married,Graduate,0.177
30,20.56,30.07,673,36,Self-Employed,1,Single,Graduate,0.137
30,11.97,4.23,664,105,Self-Employed,0,Single,Graduate,0.198
27,13.48,18.24,623,77,Self-Employed,1,Single,Graduate,0.212
58,10.02,8.81,789,28,Salaried,0,Single,Graduate,0.255
47,16.56,23.35,761,120,Salaried,0,Married,Graduate,0.132
53,6.59,2.28,585,146,Salaried,0,Single,Post-Graduate,0.082
21,19.95,24.12,716,33,Salaried,0,Single,Graduate,0.19
64,9.98,1.83,770,21,Salaried,0,Married,Graduate,0.244
54,8.64,11.55,717,101,Self-Employed,1,Married,Post-Graduate,0.162
24,12.17,12.7,810,152,Salaried,1,Single,High School,0.187
37,7.27,4.5,670,53,Self-Employed,1,Married,Graduate,0.159
24,14.63,5.36,474,39,Self-Employed,0,Married,Graduate,0.017
63,7.7,9.57,718,111,Salaried,0,Married,High School,0.19
46,15.75,14.88,718,198,Salaried,0,Married,High School,0.156
24,21.73,13.14,731,22,Self-Employed,1,Single,Graduate,0.153
21,6.25,4.51,810,148,Self-Employed,0,Single,Post-Graduate,0.275
27,10.96,13.78,504,219,Self-Employed,1,Single,Graduate,0.0
50,15.69,9.01,676,92,Salaried,0,Married,Graduate,0.198
29,8.51,1.92,607,66,Unemployed,0,Single,Post-Graduate,0.185
55,15.71,21.61,579,16,Self-Employed,2,Married,Graduate,0.064
28,16.44,10.56,692,80,Salaried,1,Single,Graduate,0.314
44,20.67,12.15,770,49,Salaried,1,Married,Post-Graduate,0.365
39,7.15,2.76,730,234,Self-Employed,3,Married,Post-Graduate,0.099
56,4.46,6.05,631,77,Salaried,1,Married,Graduate,0.087
63,9.54,3.86,685,230,Unemployed,0,Single,High School,0.173
47,4.26,4.22,792,222,Self-Employed,2,Married,Graduate,0.135
52,16.52,22.02,768,75,Salaried,1,Married,Post-Graduate,0.185
34,2.71,1.0,644,164,Unemployed,1,Married,Post-Graduate,0.27
38,30.66,38.64,638,191,Salaried,3,Married,Graduate,0.017
48,22.37,15.1,528,177,Salaried,2,Married,Graduate,0.084
49,12.1,12.36,657,88,Self-Employed,0,Single,Post-Graduate,0.073
36,18.94,11.77,526,232,Self-Employed,0,Married,Post-Graduate,0.031
55,1.0,1.07,900,30,Salaried,0,Married,Post-Graduate,0.191
51,32.19,14.68,614,110,Salaried,0,Married,Graduate,0.155
24,7.28,1.0,810,36,Salaried,3,Single,Post-Graduate,0.3
57,11.04,15.75,881,59,Salaried,0,Married,Graduate,0.183
37,1.0,1.0,721,84,Self-Employed,1,Married,Graduate,0.21
59,15.89,19.92,689,200,Self-Employed,3,Married,Graduate,0.066
46,3.15,1.06,567,46,Self-Employed,0,Married,Post-Graduate,0.14
59,12.81,8.32,649,190,Salaried,0,Single,Post-Graduate,0.242
61,7.65,9.57,860,154,Salaried,0,Married,Graduate,0.284
24,3.38,1.31,735,225,Salaried,2,Married,Graduate,0.145
50,5.57,7.31,702,216,Salaried,1,Single,Graduate,0.109
50,13.81,11.0,831,60,Self-Employed,1,Married,Graduate,0.197
42,1.75,1.07,769,169,Salaried,0,Married,High School,0.294
31,6.01,6.17,685,160,Salaried,1,Single,Graduate,0.177
22,17.31,10.0,721,228,Salaried,1,Single,Post-Graduate,0.211
64,32.82,19.24,623,100,Salaried,0,Married,Graduate,0.124
32,15.82,17.83,643,97,Salaried,2,Single,Post-Graduate,0.105
50,4.66,2.49,679,180,Salaried,1,Married,Graduate,0.145
56,9.06,3.45,755,142,Salaried,1,Married,Graduate,0.14
38,12.25,15.08,575,136,Salaried,0,Single,Graduate,0.018
46,9.2,11.29,707,84,Salaried,1,Single,Graduate,0.084
27,19.22,15.31,661,163,Salaried,0,Single,Graduate,0.131
21,13.74,11.5,609,122,Self-Employed,3,Married,Graduate,0.016
46,19.26,20.7,661,235,Salaried,0,Single,Graduate,0.184
43,9.48,7.71,467,156,Self-Employed,1,Married,Graduate,0.115
46,22.6,15.46,624,116,Salaried,1,Single,High School,0.087
65,10.67,15.93,590,99,Salaried,0,Married,Graduate,0.015
26,4.23,1.3,672,19,Salaried,1,Single,Post-Graduate,0.189
26,29.42,27.36,472,145,Salaried,0,Single,High School,0.025
64,1.0,1.34,719,20,Salaried,1,Married,Graduate,0.179
28,6.09,6.47,790,26,Salaried,0,Single,Graduate,0.266
44,6.98,9.31,688,75,Salaried,1,Married,Post-Graduate,0.102
42,32.07,18.31,749,227,Self-Employed,0,Single,Graduate,0.198
39,26.45,12.72,648,189,Salaried,1,Single,Graduate,0.106
57,23.95,30.94,544,135,Salaried,0,Single,High School,0.0
38,9.35,6.09,700,22,Self-Employed,1,Married,Post-Graduate,0.216
51,31.41,34.35,768,106,Salaried,0,Single,Graduate,0.15
57,14.95,4.59,567,131,Salaried,1,Single,Graduate,0.199
50,19.82,22.95,653,185,Salaried,2,Married,Graduate,0.0
62,13.44,11.67,675,56,Salaried,1,Single,Post-Graduate,0.085
53,11.6,5.52,900,88,Salaried,1,Married,Graduate,0.346
30,9.99,7.92,722,105,Unemployed,2,Single,Post-Graduate,0.132
57,10.32,11.1,509,70,Self-Employed,0,Married,Graduate,0.074
32,16.87,1.97,484,164,Salaried,2,Single,Graduate,0.1
50,14.94,14.83,773,151,Salaried,1,Married,Graduate,0.151
47,11.75,10.08,900,96,Salaried,1,Married,Post-Graduate,0.244
59,24.08,9.83,671,227,Salaried,0,Married,Post-Graduate,0.176
29,1.0,1.15,665,37,Self-Employed,1,Married,High School,0.121
41,16.08,8.44,743,125,Salaried,0,Single,Graduate,0.196
32,17.74,8.65,620,215,Salaried,2,Single,Graduate,0.158
49,21.18,16.09,445,48,Salaried,1,Single,Graduate,0.033
53,11.48,12.02,803,224,Unemployed,0,Married,High School,0.125
63,13.66,19.13,638,34,Salaried,1,Married,Graduate,0.133
35,19.89,5.93,805,76,Self-Employed,2,Married,Post-Graduate,0.287
22,23.93,15.68,623,56,Self-Employed,1,Married,Graduate,0.119
59,9.6,1.86,712,85,Salaried,0,Married,Graduate,0.088
64,14.14,16.43,785,174,Salaried,1,Single,Post-Graduate,0.172
38,25.43,18.48,807,113,Salaried,1,Single,Graduate,0.327
23,1.0,1.09,723,187,Salaried,1,Married,High School,0.199
27,6.48,3.57,718,39,Self-Employed,1,Single,Graduate,0.158
63,23.73,30.42,761,140,Self-Employed,0,Married,Post-Graduate,0.031
38,20.74,17.6,746,83,Salaried,2,Married,Graduate,0.128
64,16.18,22.99,570,52,Salaried,2,Married,Graduate,0.075
58,8.41,1.77,572,34,Self-Employed,0,Single,Graduate,0.13
57,4.95,4.06,489,223,Unemployed,1,Single,Post-Graduate,0.087
53,7.27,8.53,776,171,Unemployed,0,Married,Graduate,0.131
64,24.38,22.92,660,98,Salaried,3,Married,Graduate,0.044
51,6.97,1.0,782,18,Salaried,1,Married,Post-Graduate,0.204
31,12.81,18.72,740,214,Salaried,0,Married,Post-Graduate,0.156
24,5.97,3.09,599,194,Salaried,1,Married,Graduate,0.098
38,18.74,8.41,687,83,Self-Employed,0,Single,Post-Graduate,0.17
24,7.69,6.0,654,54,Salaried,1,Married,Post-Graduate,0.191
54,11.22,9.64,639,153,Self-Employed,2,Single,Graduate,0.17
49,1.0,1.17,791,25,Self-Employed,0,Single,Graduate,0.157
44,1.0,1.0,900,111,Salaried,2,Married,Post-Graduate,0.307
42,12.06,8.63,811,180,Unemployed,0,Single,Post-Graduate,0.205
22,1.4,1.19,697,122,Salaried,3,Single,Graduate,0.197
64,28.84,18.81,825,102,Salaried,2,Single,Graduate,0.231
26,1.0,1.38,871,95,Self-Employed,0,Single,Post-Graduate,0.304
62,5.6,7.23,560,113,Unemployed,2,Single,Graduate,0.013
45,12.13,8.94,822,228,Self-Employed,1,Married,Post-Graduate,0.154
41,9.08,1.0,776,232,Self-Employed,2,Married,Graduate,0.185
36,3.17,4.32,818,25,Self-Employed,1,Married,Post-Graduate,0.155
51,4.34,1.19,781,39,Salaried,1,Married,Post-Graduate,0.174
34,4.07,1.8,677,41,Self-Employed,2,Married,Graduate,0.217
59,9.71,3.04,900,90,Salaried,0,Married,Graduate,0.224
48,27.62,9.72,733,65,Salaried,1,Married,Graduate,0.19
52,12.62,15.45,656,198,Self-Employed,0,Married,Post-Graduate,0.09
48,21.46,19.56,750,224,Self-Employed,1,Married,Post-Graduate,0.144
29,16.06,23.1,797,151,Salaried,1,Married,Post-Graduate,0.071
65,20.91,8.87,709,125,Salaried,0,Married,Graduate,0.176
42,1.0,1.0,739,131,Unemployed,2,Married,Graduate,0.172
52,9.56,14.04,708,86,Salaried,0,Married,Graduate,0.173
25,22.46,28.23,633,178,Unemployed,0,Married,Graduate,0.012
43,7.43,8.32,617,81,Self-Employed,0,Single,Graduate,0.057
25,26.1,9.52,559,78,Self-Employed,1,Single,Graduate,0.083
62,23.87,28.1,851,26,Salaried,2,Single,Graduate,0.183
52,8.25,4.84,677,237,Salaried,1,Married,Post-Graduate,0.107
30,7.97,6.72,357,143,Salaried,1,Married,Graduate,0.0
59,3.89,3.71,739,109,Self-Employed,0,Single,Post-Graduate,0.18
35,6.96,6.63,737,113,Salaried,0,Married,Graduate,0.169
27,2.14,2.39,513,183,Self-Employed,1,Single,Post-Graduate,0.041
49,15.43,15.84,616,178,Self-Employed,0,Married,Graduate,0.111
23,1.0,1.0,612,116,Salaried,1,Married,Post-Graduate,0.172
39,16.83,12.46,625,209,Self-Employed,1,Married,Graduate,0.11
30,17.02,17.52,821,97,Salaried,3,Married,Graduate,0.204
48,1.0,1.0,685,48,Salaried,1,Single,Post-Graduate,0.115
49,24.4,13.13,657,197,Salaried,1,Single,Graduate,0.214
35,16.11,4.42,812,171,Salaried,1,Married,Graduate,0.268
55,18.0,12.35,749,134,Self-Employed,0,Single,Post-Graduate,0.272
26,5.93,8.79,525,167,Self-Employed,1,Married,Post-Graduate,0.031
32,16.98,8.48,638,229,Salaried,0,Single,Graduate,0.123
58,21.01,17.73,732,143,Self-Employed,0,Single,Graduate,0.101
33,11.21,12.79,606,21,Self-Employed,0,Married,Graduate,0.164
49,28.02,3.33,900,38,Salaried,0,Married,High School,0.301
39,12.35,16.8,711,95,Self-Employed,3,Married,Post-Graduate,0.123
23,21.13,13.55,624,175,Salaried,0,Single,Graduate,0.181
28,14.34,18.88,587,16,Self-Employed,2,Single,Graduate,0.062
28,16.68,2.58,792,220,Self-Employed,1,Married,Graduate,0.226
40,1.0,1.0,635,189,Salaried,3,Married,Graduate,0.194
24,14.97,8.26,737,171,Salaried,0,Married,Graduate,0.07
41,6.12,3.57,584,110,Self-Employed,2,Married,Graduate,0.092
23,5.23,6.73,707,162,Self-Employed,1,Single,Post-Graduate,0.089
65,25.95,3.0,636,216,Salaried,2,Married,Post-Graduate,0.201
28,10.29,10.26,668,200,Salaried,1,Married,High School,0.178
43,3.97,1.13,620,140,Salaried,1,Married,High School,0.071
36,9.13,11.44,802,42,Salaried,0,Married,Graduate,0.245
33,1.6,1.9,650,30,Salaried,0,Married,High School,0.182
23,23.47,18.77,685,226,Salaried,2,Single,Graduate,0.15
29,6.43,2.56,690,65,Salaried,1,Single,Post-Graduate,0.158
34,16.23,16.04,861,139,Salaried,1,Married,Graduate,0.272
33,22.85,7.28,789,173,Self-Employed,1,Married,Graduate,0.275
27,8.0,2.93,779,143,Salaried,5,Married,Graduate,0.172
35,16.26,15.89,542,187,Salaried,2,Married,Post-Graduate,0.028
27,3.76,5.59,634,59,Salaried,3,Married,Post-Graduate,0.145
58,31.57,40.0,818,60,Self-Employed,0,Married,Graduate,0.178
54,19.49,18.13,582,199,Salaried,1,Married,High School,0.045
61,10.46,8.93,708,128,Salaried,0,Married,Graduate,0.073
42,5.82,8.72,593,183,Self-Employed,0,Single,Graduate,0.0
44,11.09,9.61,603,173,Self-Employed,2,Single,Graduate,0.143
57,9.28,6.39,868,233,Self-Employed,1,Single,Post-Graduate,0.187
64,27.62,37.93,771,67,Salaried,0,Married,High School,0.069
21,2.2,1.0,798,85,Salaried,0,Single,Graduate,0.229
30,13.08,3.09,778,17,Salaried,2,Single,Graduate,0.255
63,11.85,11.7,686,87,Salaried,1,Married,Post-Graduate,0.109
36,11.06,2.59,630,215,Salaried,1,Married,Graduate,0.03
28,11.13,6.93,659,124,Salaried,1,Single,Graduate,0.128
45,11.07,7.67,680,137,Salaried,0,Married,Graduate,0.105
32,18.98,16.45,877,221,Self-Employed,0,Married,Post-Graduate,0.159
45,16.87,25.11,566,47,Self-Employed,0,Married,Post-Graduate,0.093
37,15.35,6.28,644,174,Salaried,1,Married,Post-Graduate,0.078
46,1.0,1.0,608,36,Unemployed,1,Single,Graduate,0.168
34,14.4,4.11,805,188,Self-Employed,0,Married,Post-Graduate,0.267
61,1.0,1.0,885,66,Salaried,2,Married,Graduate,0.254
56,17.17,19.21,730,180,Salaried,1,Single,Graduate,0.191
43,23.8,18.44,739,68,Salaried,0,Single,Graduate,0.241
63,4.59,2.04,709,161,Self-Employed,1,Married,Graduate,0.088
26,9.91,9.61,743,233,Salaried,0,Single,Graduate,0.161
25,7.21,6.16,777,183,Salaried,1,Single,Graduate,0.177
63,21.88,7.43,742,168,Salaried,1,Single,Graduate,0.273
45,12.76,8.52,749,82,Self-Employed,1,Married,Post-Graduate,0.1
38,25.83,18.32,777,59,Salaried,1,Married,Post-Graduate,0.213
33,15.31,22.59,522,115,Salaried,0,Married,Graduate,0.032
63,13.94,17.97,700,14,Salaried,2,Married,Graduate,0.191
34,12.55,14.16,730,96,Salaried,0,Married,High School,0.176
48,18.54,24.92,741,184,Salaried,0,Married,Graduate,0.138
38,1.0,1.13,682,31,Salaried,1,Single,Graduate,0.254
48,12.68,17.31,716,84,Salaried,0,Single,Graduate,0.13
47,11.44,2.02,628,175,Salaried,0,Married,Post-Graduate,0.159
52,17.8,13.15,522,71,Salaried,0,Married,Graduate,0.113
29,10.5,12.03,798,89,Salaried,0,Single,Post-Graduate,0.155
60,3.69,3.38,586,29,Salaried,4,Married,Graduate,0.019
52,12.06,4.16,683,108,Salaried,1,Single,Post-Graduate,0.194
40,3.34,1.93,625,77,Salaried,0,Married,Graduate,0.152
48,1.0,1.0,858,240,Salaried,0,Married,Graduate,0.319
53,17.82,8.3,692,42,Salaried,1,Married,Graduate,0.183
24,16.63,9.65,668,225,Self-Employed,1,Married,Graduate,0.156
54,15.74,12.92,774,20,Self-Employed,3,Married,Graduate,0.133
23,22.42,29.07,900,159,Salaried,2,Married,Graduate,0.15
46,6.68,7.61,740,159,Salaried,1,Married,Graduate,0.241
28,1.0,1.27,662,58,Unemployed,0,Single,Post-Graduate,0.103
26,11.44,15.3,769,12,Salaried,0,Single,High School,0.225
36,9.22,6.29,542,233,Self-Employed,1,Single,Graduate,0.126
44,5.26,3.07,704,94,Self-Employed,1,Single,Graduate,0.167
59,11.36,2.05,899,111,Unemployed,1,Married,Post-Graduate,0.24
50,7.11,9.97,715,153,Salaried,1,Married,Graduate,0.196
65,1.0,1.0,710,140,Salaried,1,Married,Graduate,0.213
33,8.47,9.64,702,208,Salaried,0,Married,Graduate,0.136
25,2.91,1.83,660,21,Salaried,0,Single,Post-Graduate,0.202
45,13.85,19.78,731,212,Salaried,0,Single,Post-Graduate,0.088
40,6.75,4.64,777,188,Salaried,0,Single,Post-Graduate,0.167
38,20.89,25.97,666,153,Salaried,0,Married,Graduate,0.091
38,24.83,12.31,450,199,Self-Employed,0,Married,Post-Graduate,0.054
22,17.44,9.05,746,221,Salaried,1,Single,High School,0.113
30,1.0,1.0,900,53,Self-Employed,2,Single,Graduate,0.235
65,24.04,35.99,662,135,Self-Employed,1,Single,Graduate,0.0
32,24.61,20.29,552,198,Salaried,0,Single,Post-Graduate,0.107
33,12.15,17.14,767,36,Salaried,0,Married,High School,0.204
31,22.58,27.11,874,175,Self-Employed,2,Married,Graduate,0.192
39,7.59,9.22,752,106,Salaried,2,Single,Graduate,0.019
55,1.0,1.0,872,46,Self-Employed,4,Married,Graduate,0.175
59,5.92,3.8,779,230,Self-Employed,0,Married,Post-Graduate,0.209
46,25.83,9.52,770,225,Salaried,0,Single,Graduate,0.289
34,1.0,1.45,648,150,Self-Employed,1,Single,Graduate,0.149
65,12.0,17.32,728,21,Salaried,1,Married,Post-Graduate,0.187
64,12.27,14.06,697,19,Self-Employed,2,Married,Graduate,0.173
44,7.9,4.07,693,116,Salaried,0,Married,High School,0.201
61,8.45,3.75,674,231,Salaried,0,Single,Post-Graduate,0.146
21,12.58,18.67,722,162,Salaried,0,Married,High School,0.077
63,7.5,1.45,570,145,Unemployed,2,Married,Graduate,0.146
42,1.0,1.28,781,217,Unemployed,0,Married,Graduate,0.222
43,13.72,8.2,612,135,Self-Employed,0,Married,Graduate,0.153
39,20.59,14.13,674,227,Salaried,0,Married,Post-Graduate,0.15
38,18.96,23.98,733,75,Salaried,0,Married,Graduate,0.111
32,5.52,1.25,607,212,Salaried,0,Single,Graduate,0.181
48,1.99,1.19,503,57,Self-Employed,0,Married,Graduate,0.001
48,9.73,13.94,661,115,Self-Employed,1,Married,Graduate,0.097
53,24.54,26.47,556,49,Salaried,1,Married,Graduate,0.114
39,17.16,19.85,771,164,Self-Employed,1,Married,Graduate,0.143
48,17.63,20.46,584,233,Salaried,1,Married,Post-Graduate,0.035
57,19.12,3.53,848,97,Self-Employed,0,Single,Graduate,0.263
46,15.37,5.91,699,13,Salaried,2,Married,High School,0.287
55,12.96,10.21,705,228,Salaried,1,Single,Post-Graduate,0.191
54,17.3,10.65,501,35,Self-Employed,0,Married,Graduate,0.198
55,7.63,5.15,714,112,Self-Employed,0,Married,Post-Graduate,0.173
60,1.0,1.19,691,78,Salaried,1,Single,Graduate,0.107
36,17.78,2.14,570,101,Salaried,0,Married,High School,0.036
58,21.9,22.44,708,105,Self-Employed,0,Single,Graduate,0.205
33,3.05,1.0,660,104,Self-Employed,0,Married,Graduate,0.178
43,18.58,3.5,678,82,Unemployed,0,Single,Post-Graduate,0.216
42,25.45,17.09,702,200,Salaried,2,Married,Graduate,0.094
36,11.98,15.3,652,148,Salaried,2,Married,Post-Graduate,0.127
48,5.46,1.65,724,184,Self-Employed,0,Married,Graduate,0.183
55,12.98,11.38,691,233,Salaried,2,Married,Graduate,0.118
65,7.6,7.98,747,27,Salaried,2,Married,Graduate,0.093
